customer id ,year,month,class_name,skus_viewed,skus_added_to_cart,skus_purchased,Revenue,Acquisition_Date,Acquisition_Channel,Acquisition_Device,year_month
45753,2016,12,Curtains & Drapes,30,0,0,0,1/8/14,Social - Paid,,2016-12
45753,2016,12,TV Stands & Entertainment Centers,1,0,0,0,1/8/14,Social - Paid,,2016-12
45778,2016,12,TV Stands & Entertainment Centers,14,0,0,0,12/9/12,Search - Paid,Desktop,2016-12
47762,2016,12,Bar Stools,2,0,0,0,9/4/02,Display - Acquisition,,2016-12
50850,2016,12,Area Rugs,3,0,0,0,11/14/10,Search - Paid,Desktop,2016-12
50850,2016,12,Bedding Sets,2,1,1,40,11/14/10,Search - Paid,Desktop,2016-12
50850,2016,12,Beds,3,1,1,342,11/14/10,Search - Paid,Desktop,2016-12
50850,2016,12,Sheets And Sheet Sets,2,2,1,56,11/14/10,Search - Paid,Desktop,2016-12
52995,2016,12,Wall Art,2,0,0,0,7/24/07,,Desktop,2016-12
54920,2016,12,End Tables,2,1,0,0,5/28/05,Other,,2016-12
57354,2016,12,Accent Pillows,0,0,0,0,3/6/15,Search - Paid,Desktop,2016-12
62014,2016,12,Accent Pillows,0,0,0,0,2/4/09,Search - Organic,Desktop,2016-12
63391,2016,12,Bedding Sets,0,0,0,0,7/5/07,Display - Acquisition,,2016-12
63892,2016,12,End Tables,6,1,0,0,8/7/06,,,2016-12
67151,2016,12,Bedding Sets,3,0,0,0,3/31/11,Search - Paid,Desktop,2016-12
67151,2016,12,Beds,1,0,0,0,3/31/11,Search - Paid,Desktop,2016-12
67151,2016,12,TV Stands & Entertainment Centers,0,0,0,0,3/31/11,Search - Paid,Desktop,2016-12
69342,2016,12,Bar Stools,32,0,0,0,2/7/11,Search - Paid,Phone,2016-12
69663,2016,12,Area Rugs,0,0,0,0,1/17/14,,Phone,2016-12
69984,2016,12,Sheets And Sheet Sets,5,0,0,0,5/5/03,Other,Phone,2016-12
70501,2016,12,Area Rugs,13,0,0,0,7/23/10,Social - Paid,Phone,2016-12
74044,2016,12,Beds,3,0,0,0,3/17/13,Search - Paid,Phone,2016-12
76828,2016,12,Wall Art,1,0,0,0,6/22/08,Search - Paid,,2016-12
77300,2016,12,Wall Art,1,0,0,0,5/15/13,,,2016-12
77302,2016,12,Area Rugs,4,0,0,0,3/29/06,,Phone,2016-12
77302,2016,12,TV Stands & Entertainment Centers,1,0,0,0,3/29/06,,Phone,2016-12
77549,2016,12,Accent Pillows,4,0,0,0,11/14/07,,Phone,2016-12
78428,2016,12,Area Rugs,1,0,0,0,7/5/07,Other,,2016-12
78428,2016,12,Curtains & Drapes,1,0,0,0,7/5/07,Other,,2016-12
89364,2016,12,Area Rugs,1,0,0,0,9/25/05,Search - Paid,Phone,2016-12
89364,2016,12,TV Stands & Entertainment Centers,1,0,0,0,9/25/05,Search - Paid,Phone,2016-12
90873,2016,12,Beds,1,0,0,0,7/5/11,,Phone,2016-12
91740,2016,12,Accent Pillows,1,0,0,0,11/12/03,Search - Paid,Phone,2016-12
91740,2016,12,Bedding Sets,1,0,0,0,11/12/03,Search - Paid,Phone,2016-12
94166,2016,12,Accent Pillows,2,0,0,0,6/28/07,,,2016-12
94166,2016,12,Area Rugs,3,0,0,0,6/28/07,,,2016-12
94166,2016,12,Bedding Sets,1,0,0,0,6/28/07,,,2016-12
94166,2016,12,TV Stands & Entertainment Centers,2,0,0,0,6/28/07,,,2016-12
103542,2016,12,TV Stands & Entertainment Centers,2,0,0,0,1/18/09,Search - Organic,,2016-12
105309,2016,12,Accent Pillows,7,0,0,0,3/20/14,,,2016-12
105309,2016,12,Bedding Sets,7,0,0,0,3/20/14,,,2016-12
105918,2016,12,Area Rugs,1,0,0,0,2/28/13,Search - Organic,,2016-12
105918,2016,12,Wall Art,1,0,0,0,2/28/13,Search - Organic,,2016-12
113131,2016,12,Beds,1,0,0,0,2/22/07,Search - Paid,,2016-12
115667,2016,12,Beds,0,0,0,0,3/17/07,Display - Acquisition,,2016-12
115997,2016,12,Accent Pillows,25,0,0,0,5/14/15,Search - Paid,,2016-12
115997,2016,12,Area Rugs,4,0,0,0,5/14/15,Search - Paid,,2016-12
115997,2016,12,Bedding Sets,1,0,0,0,5/14/15,Search - Paid,,2016-12
115997,2016,12,End Tables,2,0,0,0,5/14/15,Search - Paid,,2016-12
115997,2016,12,Wall Art,7,0,0,0,5/14/15,Search - Paid,,2016-12
117890,2016,12,Wall Art,2,1,0,0,1/17/03,Search - Paid,,2016-12
119974,2016,12,Accent Pillows,12,0,0,0,12/1/13,,,2016-12
119974,2016,12,Area Rugs,62,1,0,0,12/1/13,,,2016-12
119974,2016,12,Beds,1,0,0,0,12/1/13,,,2016-12
120663,2016,12,Wall Art,1,0,0,0,3/6/06,Display - Acquisition,,2016-12
123979,2016,12,Bar Stools,0,0,0,0,11/20/11,Search - Paid,,2016-12
125310,2016,12,TV Stands & Entertainment Centers,0,0,0,0,12/31/10,Search - Paid,,2016-12
128554,2016,12,Curtains & Drapes,24,0,0,0,8/18/10,Search - Paid,,2016-12
130642,2016,12,Bar Stools,9,2,2,338,5/13/10,Search - Organic,Tablet,2016-12
134248,2016,12,Bedding Sets,2,0,0,0,1/13/06,,,2016-12
134248,2016,12,Beds,11,0,0,0,1/13/06,,,2016-12
137381,2016,12,Bedding Sets,17,0,0,0,12/5/06,Display - Acquisition,Desktop,2016-12
138779,2016,12,End Tables,0,0,0,0,5/23/13,Search - Paid,Desktop,2016-12
140639,2016,12,Bedding Sets,8,0,0,0,1/5/11,Search - Paid,Desktop,2016-12
140639,2016,12,Wall Art,1,0,0,0,1/5/11,Search - Paid,Desktop,2016-12
144428,2016,12,Area Rugs,0,0,0,0,7/31/11,,Desktop,2016-12
167019,2016,12,TV Stands & Entertainment Centers,1,0,0,0,4/10/11,Search - Paid,Desktop,2016-12
170865,2016,12,Beds,4,0,0,0,4/6/06,Search - Paid,Desktop,2016-12
172624,2016,12,End Tables,13,0,0,0,7/7/15,,Desktop,2016-12
172624,2016,12,Wall Art,4,0,0,0,7/7/15,,Desktop,2016-12
174857,2016,12,Bar Stools,2,0,0,0,4/2/08,Search - Paid,Desktop,2016-12
178837,2016,12,Accent Pillows,4,0,0,0,4/24/04,Search - Paid,,2016-12
178837,2016,12,Area Rugs,24,1,1,195,4/24/04,Search - Paid,,2016-12
178837,2016,12,Bedding Sets,38,1,0,0,4/24/04,Search - Paid,,2016-12
178837,2016,12,Beds,7,0,0,0,4/24/04,Search - Paid,,2016-12
178837,2016,12,End Tables,1,0,0,0,4/24/04,Search - Paid,,2016-12
178837,2016,12,Sheets And Sheet Sets,2,1,0,0,4/24/04,Search - Paid,,2016-12
181987,2016,12,Bar Stools,14,1,0,0,4/4/15,,Desktop,2016-12
181987,2016,12,TV Stands & Entertainment Centers,1,0,0,0,4/4/15,,Desktop,2016-12
189685,2016,12,Accent Pillows,1,0,0,0,12/27/06,Search - Paid,Desktop,2016-12
189685,2016,12,Area Rugs,48,6,0,0,12/27/06,Search - Paid,Desktop,2016-12
189685,2016,12,Bar Stools,10,0,0,0,12/27/06,Search - Paid,Desktop,2016-12
189685,2016,12,Bedding Sets,2,0,0,0,12/27/06,Search - Paid,Desktop,2016-12
189685,2016,12,Beds,3,0,0,0,12/27/06,Search - Paid,Desktop,2016-12
189685,2016,12,Curtains & Drapes,1,0,0,0,12/27/06,Search - Paid,Desktop,2016-12
189685,2016,12,Sheets And Sheet Sets,0,0,0,0,12/27/06,Search - Paid,Desktop,2016-12
189685,2016,12,TV Stands & Entertainment Centers,0,0,0,0,12/27/06,Search - Paid,Desktop,2016-12
199764,2016,12,Area Rugs,0,0,0,0,6/24/07,Search - Paid,Desktop,2016-12
199764,2016,12,Wall Art,1,0,0,0,6/24/07,Search - Paid,Desktop,2016-12
203757,2016,12,Bar Stools,0,0,0,0,8/27/04,Search - Organic,Desktop,2016-12
223205,2016,12,Area Rugs,4,0,0,0,11/27/02,Search - Paid,,2016-12
223205,2016,12,Beds,1,0,0,0,11/27/02,Search - Paid,,2016-12
226883,2016,12,Bar Stools,14,0,0,0,5/14/06,,,2016-12
239244,2016,12,Area Rugs,0,0,0,0,8/27/07,Search - Paid,,2016-12
239244,2016,12,Bedding Sets,0,0,0,0,8/27/07,Search - Paid,,2016-12
244803,2016,12,Area Rugs,1,0,0,0,10/12/05,Search - Organic,,2016-12
245175,2016,12,Area Rugs,2,0,0,0,2/2/16,,,2016-12
261900,2016,12,TV Stands & Entertainment Centers,9,0,0,0,9/10/12,,,2016-12
279227,2016,12,Area Rugs,7,0,0,0,8/16/12,Comparison Shopping,,2016-12
279227,2016,12,Wall Art,0,0,0,0,8/16/12,Comparison Shopping,,2016-12
281445,2016,12,Area Rugs,3,0,0,0,10/5/04,Search - Organic,Desktop,2016-12
281819,2016,12,Beds,4,0,0,0,10/21/10,,Desktop,2016-12
282611,2016,12,Wall Art,3,0,0,0,9/19/15,,Desktop,2016-12
298453,2016,12,Area Rugs,0,0,0,0,6/22/12,Search - Organic,Desktop,2016-12
299531,2016,12,Area Rugs,1,0,0,0,9/25/07,Search - Paid,Desktop,2016-12
313346,2016,12,Area Rugs,0,0,0,0,1/23/16,Social - Paid,Desktop,2016-12
313346,2016,12,Bar Stools,20,0,0,0,1/23/16,Social - Paid,Desktop,2016-12
313346,2016,12,Bedding Sets,1,0,0,0,1/23/16,Social - Paid,Desktop,2016-12
313346,2016,12,Beds,3,0,0,0,1/23/16,Social - Paid,Desktop,2016-12
314423,2016,12,TV Stands & Entertainment Centers,1,0,0,0,7/30/06,Search - Paid,Desktop,2016-12
315341,2016,12,Bar Stools,0,0,0,0,6/20/15,Search - Paid,Desktop,2016-12
331566,2016,12,Bar Stools,0,0,0,0,4/21/16,,Desktop,2016-12
331566,2016,12,End Tables,18,0,0,0,4/21/16,,Desktop,2016-12
333284,2016,12,Bar Stools,2,0,0,0,11/9/11,Search - Paid,Desktop,2016-12
333284,2016,12,Bedding Sets,0,0,0,0,11/9/11,Search - Paid,Desktop,2016-12
336961,2016,12,Area Rugs,3,0,0,0,2/5/03,Search - Paid,Desktop,2016-12
336961,2016,12,Bedding Sets,0,0,0,0,2/5/03,Search - Paid,Desktop,2016-12
338260,2016,12,Beds,3,0,0,0,5/27/05,,Desktop,2016-12
338260,2016,12,Curtains & Drapes,7,0,0,0,5/27/05,,Desktop,2016-12
338260,2016,12,Sheets And Sheet Sets,1,0,0,0,5/27/05,,Desktop,2016-12
338260,2016,12,Wall Art,1,0,0,0,5/27/05,,Desktop,2016-12
342613,2016,12,Curtains & Drapes,2,0,0,0,3/2/10,Search - Paid,Desktop,2016-12
363271,2016,12,Beds,5,0,0,0,6/21/12,Social - Paid,Desktop,2016-12
363271,2016,12,TV Stands & Entertainment Centers,0,0,0,0,6/21/12,Social - Paid,Desktop,2016-12
363271,2016,12,Wall Art,2,0,0,0,6/21/12,Social - Paid,Desktop,2016-12
365268,2016,12,Area Rugs,0,0,0,0,5/16/12,Search - Organic,,2016-12
365808,2016,12,TV Stands & Entertainment Centers,0,0,0,0,7/13/11,,,2016-12
371541,2016,12,Accent Pillows,1,0,0,0,8/28/04,Search - Paid,,2016-12
371541,2016,12,Bedding Sets,5,0,0,0,8/28/04,Search - Paid,,2016-12
378952,2016,12,Area Rugs,1,0,0,0,3/8/09,,,2016-12
378952,2016,12,Beds,4,0,0,0,3/8/09,,,2016-12
382533,2016,12,End Tables,8,2,1,57,2/16/14,,Desktop,2016-12
385493,2016,12,Sheets And Sheet Sets,1,0,0,0,8/18/08,Search - Organic,,2016-12
387611,2016,12,Accent Pillows,8,0,0,0,3/14/14,Search - Paid,,2016-12
387611,2016,12,Area Rugs,193,7,0,0,3/14/14,Search - Paid,,2016-12
387611,2016,12,Bar Stools,78,0,0,0,3/14/14,Search - Paid,,2016-12
387611,2016,12,Bedding Sets,27,0,0,0,3/14/14,Search - Paid,,2016-12
387611,2016,12,Beds,110,1,0,0,3/14/14,Search - Paid,,2016-12
387611,2016,12,Curtains & Drapes,14,1,0,0,3/14/14,Search - Paid,,2016-12
387611,2016,12,End Tables,65,6,0,0,3/14/14,Search - Paid,,2016-12
387611,2016,12,TV Stands & Entertainment Centers,137,2,0,0,3/14/14,Search - Paid,,2016-12
387611,2016,12,Wall Art,50,0,0,0,3/14/14,Search - Paid,,2016-12
387633,2016,12,Bedding Sets,8,2,0,0,7/7/12,Search - Organic,,2016-12
389081,2016,12,Bar Stools,5,2,0,0,10/22/03,Search - Paid,Desktop,2016-12
390339,2016,12,Area Rugs,2,0,0,0,5/10/03,,Desktop,2016-12
390339,2016,12,Curtains & Drapes,5,1,1,162,5/10/03,,Desktop,2016-12
395792,2016,12,Wall Art,1,0,0,0,11/10/05,Search - Paid,Desktop,2016-12
399557,2016,12,Bar Stools,20,1,0,0,5/23/08,Social - Paid,Desktop,2016-12
399557,2016,12,Wall Art,1,0,0,0,5/23/08,Social - Paid,Desktop,2016-12
401599,2016,12,Bedding Sets,1,0,0,0,10/8/14,,Desktop,2016-12
401599,2016,12,Sheets And Sheet Sets,1,0,0,0,10/8/14,,Desktop,2016-12
411524,2016,12,End Tables,4,1,0,0,12/14/15,Search - Paid,Desktop,2016-12
418714,2016,12,Sheets And Sheet Sets,7,0,0,0,5/14/11,Search - Organic,,2016-12
425417,2016,12,Area Rugs,77,9,0,0,10/27/03,,,2016-12
425417,2016,12,Beds,1,0,0,0,10/27/03,,,2016-12
425417,2016,12,Curtains & Drapes,3,0,0,0,10/27/03,,,2016-12
425417,2016,12,Sheets And Sheet Sets,1,1,0,0,10/27/03,,,2016-12
438182,2016,12,Accent Pillows,0,0,0,0,3/14/08,Search - Paid,,2016-12
438182,2016,12,Sheets And Sheet Sets,1,1,1,205,3/14/08,Search - Paid,,2016-12
444007,2016,12,Area Rugs,51,4,4,1064,11/30/06,Search - Paid,,2016-12
444007,2016,12,Bedding Sets,1,0,0,0,11/30/06,Search - Paid,,2016-12
444007,2016,12,TV Stands & Entertainment Centers,1,0,0,0,11/30/06,Search - Paid,,2016-12
444007,2016,12,Wall Art,1,0,0,0,11/30/06,Search - Paid,,2016-12
449967,2016,12,Area Rugs,1,0,0,0,12/11/03,,,2016-12
449967,2016,12,TV Stands & Entertainment Centers,3,0,0,0,12/11/03,,,2016-12
450353,2016,12,Area Rugs,0,0,0,0,11/24/09,Search - Paid,,2016-12
450580,2016,12,Area Rugs,1,0,0,0,10/17/15,Search - Organic,,2016-12
465765,2016,12,Beds,7,0,0,0,12/1/07,,,2016-12
465765,2016,12,Wall Art,2,0,0,0,12/1/07,,,2016-12
475041,2016,12,End Tables,2,0,0,0,3/5/05,Search - Paid,,2016-12
475351,2016,12,Area Rugs,19,0,0,0,10/30/11,,,2016-12
475351,2016,12,Wall Art,68,0,0,0,10/30/11,,,2016-12
476233,2016,12,Bar Stools,0,0,0,0,8/24/08,,,2016-12
476233,2016,12,Bedding Sets,0,0,0,0,8/24/08,,,2016-12
479547,2016,12,Accent Pillows,138,5,0,0,3/2/09,Search - Organic,,2016-12
479547,2016,12,Area Rugs,1191,50,0,0,3/2/09,Search - Organic,,2016-12
479547,2016,12,Bar Stools,127,10,0,0,3/2/09,Search - Organic,,2016-12
479547,2016,12,Bedding Sets,412,31,0,0,3/2/09,Search - Organic,,2016-12
479547,2016,12,Beds,845,46,0,0,3/2/09,Search - Organic,,2016-12
479547,2016,12,Curtains & Drapes,186,12,0,0,3/2/09,Search - Organic,,2016-12
479547,2016,12,End Tables,190,15,0,0,3/2/09,Search - Organic,,2016-12
479547,2016,12,Sheets And Sheet Sets,91,11,0,0,3/2/09,Search - Organic,,2016-12
479547,2016,12,TV Stands & Entertainment Centers,198,12,0,0,3/2/09,Search - Organic,,2016-12
479547,2016,12,Wall Art,455,37,0,0,3/2/09,Search - Organic,,2016-12
484838,2016,12,TV Stands & Entertainment Centers,2,0,0,0,12/13/03,Display - Acquisition,,2016-12
501239,2016,12,Accent Pillows,0,0,0,0,7/14/14,Search - Paid,,2016-12
514594,2016,12,Bedding Sets,12,0,0,0,5/16/15,,,2016-12
514594,2016,12,End Tables,13,2,1,167,5/16/15,,,2016-12
521789,2016,12,End Tables,2,0,0,0,5/1/16,Comparison Shopping,,2016-12
527077,2016,12,Curtains & Drapes,5,0,0,0,5/10/09,Search - Paid,Phone,2016-12
527077,2016,12,End Tables,3,0,0,0,5/10/09,Search - Paid,Phone,2016-12
527077,2016,12,TV Stands & Entertainment Centers,1,0,0,0,5/10/09,Search - Paid,Phone,2016-12
542065,2016,12,Curtains & Drapes,2,0,0,0,12/8/05,Search - Paid,,2016-12
546941,2016,12,Curtains & Drapes,1,0,0,0,8/6/14,Search - Paid,,2016-12
569119,2016,12,Area Rugs,1,0,0,0,4/10/09,Search - Organic,,2016-12
576527,2016,12,End Tables,4,0,0,0,7/19/03,,,2016-12
576527,2016,12,TV Stands & Entertainment Centers,5,0,0,0,7/19/03,,,2016-12
578611,2016,12,Beds,2,0,0,0,7/8/08,,,2016-12
584054,2016,12,Area Rugs,1,0,0,0,8/6/15,Display - Acquisition,,2016-12
584054,2016,12,Bedding Sets,1,0,0,0,8/6/15,Display - Acquisition,,2016-12
600344,2016,12,Bedding Sets,7,0,0,0,6/26/07,,Phone,2016-12
600344,2016,12,Wall Art,2,0,0,0,6/26/07,,Phone,2016-12
601153,2016,12,Wall Art,1,0,0,0,4/1/16,,Phone,2016-12
610138,2016,12,Area Rugs,14,0,0,0,12/31/06,,Phone,2016-12
611939,2016,12,Area Rugs,2,0,0,0,9/16/02,Comparison Shopping,Phone,2016-12
611939,2016,12,Bedding Sets,1,0,0,0,9/16/02,Comparison Shopping,Phone,2016-12
614517,2016,12,Bar Stools,1,1,0,0,10/16/12,Search - Paid,Phone,2016-12
629052,2016,12,Beds,26,4,0,0,10/18/06,Search - Paid,Phone,2016-12
629052,2016,12,End Tables,20,7,0,0,10/18/06,Search - Paid,Phone,2016-12
629052,2016,12,TV Stands & Entertainment Centers,28,14,1,448,10/18/06,Search - Paid,Phone,2016-12
645036,2016,12,Area Rugs,6,3,0,0,5/12/13,Search - Paid,Phone,2016-12
645036,2016,12,Bar Stools,26,4,0,0,5/12/13,Search - Paid,Phone,2016-12
645036,2016,12,End Tables,1,0,0,0,5/12/13,Search - Paid,Phone,2016-12
645036,2016,12,Wall Art,1,0,0,0,5/12/13,Search - Paid,Phone,2016-12
658570,2016,12,Wall Art,3,0,0,0,1/23/05,,Phone,2016-12
671634,2016,12,Accent Pillows,15,3,0,0,8/14/06,Search - Paid,Desktop,2016-12
671634,2016,12,Area Rugs,4,0,0,0,8/14/06,Search - Paid,Desktop,2016-12
671634,2016,12,End Tables,3,0,0,0,8/14/06,Search - Paid,Desktop,2016-12
671634,2016,12,Wall Art,5,0,0,0,8/14/06,Search - Paid,Desktop,2016-12
677197,2016,12,Accent Pillows,1,1,1,36,12/22/05,,,2016-12
677197,2016,12,Area Rugs,2,1,1,248,12/22/05,,,2016-12
678036,2016,12,Bar Stools,33,2,0,0,2/18/07,,,2016-12
683182,2016,12,Bedding Sets,2,0,0,0,9/17/12,Search - Organic,,2016-12
698979,2016,12,Sheets And Sheet Sets,8,2,1,344,8/2/13,,,2016-12
706914,2016,12,Bedding Sets,2,0,0,0,5/21/16,Search - Organic,,2016-12
736326,2016,12,Accent Pillows,0,0,0,0,5/5/10,Display - Acquisition,Desktop,2016-12
750595,2016,12,Wall Art,5,0,0,0,4/4/03,,Desktop,2016-12
791687,2016,12,Area Rugs,17,0,0,0,8/19/03,Search - Paid,Desktop,2016-12
792385,2016,12,Area Rugs,6,0,0,0,2/14/06,Search - Paid,Desktop,2016-12
792385,2016,12,Bedding Sets,0,0,0,0,2/14/06,Search - Paid,Desktop,2016-12
792385,2016,12,Wall Art,4,1,0,0,2/14/06,Search - Paid,Desktop,2016-12
796854,2016,12,Accent Pillows,3,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-12
796854,2016,12,Area Rugs,6,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-12
796854,2016,12,Beds,6,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-12
796854,2016,12,Wall Art,2,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-12
822291,2016,12,Beds,2,0,0,0,1/10/11,Search - Paid,Desktop,2016-12
822291,2016,12,End Tables,1,0,0,0,1/10/11,Search - Paid,Desktop,2016-12
835821,2016,12,Area Rugs,4,0,0,0,6/12/11,,,2016-12
835821,2016,12,Sheets And Sheet Sets,3,0,0,0,6/12/11,,,2016-12
842344,2016,12,Bedding Sets,1,0,0,0,3/20/09,,,2016-12
862868,2016,12,Accent Pillows,5,3,0,0,4/24/15,Search - Organic,,2016-12
862868,2016,12,Area Rugs,0,0,0,0,4/24/15,Search - Organic,,2016-12
862868,2016,12,Bar Stools,2,0,0,0,4/24/15,Search - Organic,,2016-12
862868,2016,12,Wall Art,4,3,0,0,4/24/15,Search - Organic,,2016-12
871150,2016,12,Wall Art,23,1,1,103,3/2/06,Search - Paid,,2016-12
876251,2016,12,Beds,1,0,0,0,5/14/13,Display - Acquisition,Phone,2016-12
877054,2016,12,Bedding Sets,0,0,0,0,7/3/11,Search - Organic,,2016-12
877054,2016,12,Sheets And Sheet Sets,1,0,0,0,7/3/11,Search - Organic,,2016-12
877054,2016,12,TV Stands & Entertainment Centers,3,0,0,0,7/3/11,Search - Organic,,2016-12
887451,2016,12,Bedding Sets,8,1,0,0,6/28/14,Search - Paid,,2016-12
890697,2016,12,Beds,1,0,0,0,6/10/04,Search - Paid,,2016-12
890697,2016,12,End Tables,4,0,0,0,6/10/04,Search - Paid,,2016-12
890697,2016,12,Wall Art,3,0,0,0,6/10/04,Search - Paid,,2016-12
891682,2016,12,Area Rugs,8,0,0,0,3/9/15,,Phone,2016-12
891682,2016,12,Bedding Sets,2,0,0,0,3/9/15,,Phone,2016-12
891682,2016,12,Beds,9,0,0,0,3/9/15,,Phone,2016-12
891682,2016,12,Curtains & Drapes,9,0,0,0,3/9/15,,Phone,2016-12
891682,2016,12,TV Stands & Entertainment Centers,5,0,0,0,3/9/15,,Phone,2016-12
891682,2016,12,Wall Art,2,0,0,0,3/9/15,,Phone,2016-12
907893,2016,12,Area Rugs,1,0,0,0,5/25/04,Search - Paid,,2016-12
907893,2016,12,TV Stands & Entertainment Centers,1,0,0,0,5/25/04,Search - Paid,,2016-12
907893,2016,12,Wall Art,1,0,0,0,5/25/04,Search - Paid,,2016-12
915266,2016,12,TV Stands & Entertainment Centers,16,0,0,0,7/16/15,,,2016-12
924857,2016,12,Area Rugs,1,0,0,0,6/10/03,Search - Paid,,2016-12
924857,2016,12,Bedding Sets,1,0,0,0,6/10/03,Search - Paid,,2016-12
924915,2016,12,Accent Pillows,3,0,0,0,8/20/09,,,2016-12
924915,2016,12,Bedding Sets,2,0,0,0,8/20/09,,,2016-12
924915,2016,12,Beds,1,0,0,0,8/20/09,,,2016-12
924915,2016,12,Sheets And Sheet Sets,9,0,0,0,8/20/09,,,2016-12
925598,2016,12,Bedding Sets,1,0,0,0,6/25/14,,,2016-12
925598,2016,12,Beds,1,0,0,0,6/25/14,,,2016-12
925598,2016,12,End Tables,4,0,0,0,6/25/14,,,2016-12
946709,2016,12,TV Stands & Entertainment Centers,1,0,0,0,1/25/03,,,2016-12
949294,2016,12,Wall Art,5,0,0,0,3/17/16,,,2016-12
954823,2016,12,Accent Pillows,3,0,0,0,3/21/10,Comparison Shopping,,2016-12
954823,2016,12,Area Rugs,4,0,0,0,3/21/10,Comparison Shopping,,2016-12
954823,2016,12,Bedding Sets,1,0,0,0,3/21/10,Comparison Shopping,,2016-12
954823,2016,12,Curtains & Drapes,2,0,0,0,3/21/10,Comparison Shopping,,2016-12
956648,2016,12,Accent Pillows,1,0,0,0,3/11/16,,,2016-12
956648,2016,12,Area Rugs,4,0,0,0,3/11/16,,,2016-12
963038,2016,12,Bedding Sets,9,0,0,0,7/13/10,Search - Organic,,2016-12
966009,2016,12,Curtains & Drapes,2,0,0,0,7/5/03,Search - Paid,,2016-12
977923,2016,12,TV Stands & Entertainment Centers,0,0,0,0,2/16/05,Search - Paid,,2016-12
999762,2016,12,Beds,1,0,0,0,6/1/07,Comparison Shopping,,2016-12
1002757,2016,12,Bar Stools,1,0,0,0,11/10/04,Search - Paid,,2016-12
1008902,2016,12,TV Stands & Entertainment Centers,8,0,0,0,1/15/11,,,2016-12
1008902,2016,12,Wall Art,3,0,0,0,1/15/11,,,2016-12
1029961,2016,12,Area Rugs,12,0,0,0,5/19/14,Display - Acquisition,,2016-12
1030226,2016,12,Bar Stools,2,1,0,0,3/2/06,Search - Organic,,2016-12
1030226,2016,12,Beds,10,1,0,0,3/2/06,Search - Organic,,2016-12
1030226,2016,12,End Tables,1,1,0,0,3/2/06,Search - Organic,,2016-12
1034502,2016,12,End Tables,2,0,0,0,1/26/10,Search - Organic,,2016-12
1034958,2016,12,Area Rugs,2,0,0,0,1/22/07,Search - Organic,,2016-12
1039978,2016,12,Wall Art,1,0,0,0,10/17/09,Search - Paid,,2016-12
1050290,2016,12,Bedding Sets,4,0,0,0,4/14/16,Comparison Shopping,,2016-12
1050677,2016,12,Bedding Sets,1,0,0,0,1/18/08,,,2016-12
1050677,2016,12,Beds,1,0,0,0,1/18/08,,,2016-12
1050677,2016,12,Sheets And Sheet Sets,0,0,0,0,1/18/08,,,2016-12
1058111,2016,12,Accent Pillows,1,0,0,0,3/28/12,Search - Paid,,2016-12
1058111,2016,12,Bedding Sets,7,0,0,0,3/28/12,Search - Paid,,2016-12
1059869,2016,12,Accent Pillows,0,0,0,0,5/21/03,Display - Acquisition,,2016-12
1059869,2016,12,Bar Stools,3,0,0,0,5/21/03,Display - Acquisition,,2016-12
1059869,2016,12,TV Stands & Entertainment Centers,2,0,0,0,5/21/03,Display - Acquisition,,2016-12
1059869,2016,12,Wall Art,2,0,0,0,5/21/03,Display - Acquisition,,2016-12
1066102,2016,12,Area Rugs,1,0,0,0,1/27/09,Search - Paid,,2016-12
1066102,2016,12,Beds,2,0,0,0,1/27/09,Search - Paid,,2016-12
1066102,2016,12,End Tables,0,0,0,0,1/27/09,Search - Paid,,2016-12
1067500,2016,12,Wall Art,4,0,0,0,1/29/10,Search - Paid,,2016-12
1068232,2016,12,Accent Pillows,2,0,0,0,7/13/05,,,2016-12
1068232,2016,12,Area Rugs,1,0,0,0,7/13/05,,,2016-12
1068232,2016,12,Beds,9,0,0,0,7/13/05,,,2016-12
1068232,2016,12,Wall Art,3,0,0,0,7/13/05,,,2016-12
1070029,2016,12,Area Rugs,1,0,0,0,12/16/15,Search - Organic,,2016-12
1070029,2016,12,Wall Art,6,0,0,0,12/16/15,Search - Organic,,2016-12
1074220,2016,12,Bedding Sets,1,0,0,0,2/1/03,,,2016-12
1088509,2016,12,Beds,1,0,0,0,12/4/02,Comparison Shopping,,2016-12
1104891,2016,12,Accent Pillows,3,2,0,0,9/10/05,Other,,2016-12
1119710,2016,12,TV Stands & Entertainment Centers,8,0,0,0,12/28/07,,,2016-12
1128069,2016,12,Area Rugs,0,0,0,0,6/26/09,,,2016-12
1129016,2016,12,Bedding Sets,1,0,0,0,2/28/14,,,2016-12
1129016,2016,12,Beds,8,0,0,0,2/28/14,,,2016-12
1129016,2016,12,TV Stands & Entertainment Centers,1,0,0,0,2/28/14,,,2016-12
1143647,2016,12,Curtains & Drapes,0,0,0,0,4/25/03,Search - Paid,,2016-12
1146314,2016,12,Beds,3,0,0,0,10/8/03,Search - Organic,,2016-12
1147319,2016,12,End Tables,1,0,0,0,5/26/14,Search - Paid,,2016-12
1147672,2016,12,Bedding Sets,1,0,0,0,5/22/03,Search - Paid,,2016-12
1150936,2016,12,Bar Stools,3,0,0,0,6/5/10,,,2016-12
